hp:0000001	all	all
hp:0011818	nasofrontal encephalocele	naso-frontal encephalocele
hp:0011819	submucous cleft soft palate	submucous cleft soft palate
hp:0011819	submucous cleft soft palate	submucous cleft velum
hp:0011819	submucous cleft soft palate	partial thickness cleft soft palate
hp:0011820	membranous choanal atresia	membranous choanal atresia
hp:0011821	abnormality of facial skeleton	abnormality of facial skeleton
hp:0011821	abnormality of facial skeleton	abnormality of facial skeleton
hp:0011821	abnormality of facial skeleton	anomaly of facial skeleton
hp:0011822	broad chin	broad chin
hp:0011822	broad chin	broad chin
hp:0011822	broad chin	wide chin
hp:0011822	broad chin	increased width of menton region
hp:0011822	broad chin	increased width of chin
hp:0011823	chin with horizontal crease	chin with horizontal crease
hp:0011823	chin with horizontal crease	chin with horizontal crease
hp:0011823	chin with horizontal crease	horizontal chin skin cleft
hp:0011823	chin with horizontal crease	chin with horizontal groove
hp:0011823	chin with horizontal crease	chin with horizontal furrow
hp:0011823	chin with horizontal crease	chin with horizontal sulcus
hp:0011823	chin with horizontal crease	horizontal menton crease
hp:0011824	chin with h-shaped crease	chin with h-shaped crease
hp:0011824	chin with h-shaped crease	chin with h-shaped crease
hp:0011824	chin with h-shaped crease	chin, h-shaped crease
hp:0011824	chin with h-shaped crease	chin, h-shaped groove
hp:0011824	chin with h-shaped crease	h-shaped dimple of the chin
hp:0011825	tented philtrum	tented philtrum
hp:0011825	tented philtrum	philtrum, tented
hp:0011826	philtrum with midline raphe	philtrum with midline raphe
hp:0011826	philtrum with midline raphe	philtrum, midline raphe
hp:0011826	philtrum with midline raphe	philtrum with central raphe
hp:0011826	philtrum with midline raphe	philtrum with midline ridge
hp:0011827	malaligned philtral ridges	malaligned philtral ridges
hp:0011827	malaligned philtral ridges	philtral ridges, malaligned
hp:0011827	malaligned philtral ridges	malaligned philtral columns
hp:0011827	malaligned philtral ridges	asymmetric philtral columns
hp:0011827	malaligned philtral ridges	asymmetric philtral ridges
hp:0011828	midline sinus of philtrum	midline sinus of philtrum
hp:0011828	midline sinus of philtrum	philtrum, midline sinus
hp:0011828	midline sinus of philtrum	central sinus of philtrum
hp:0011829	narrow philtrum	narrow philtrum
hp:0011829	narrow philtrum	philtrum, narrow
hp:0011829	narrow philtrum	decreased transverse dimension of philtrum
hp:0011829	narrow philtrum	thin philtrum
hp:0011829	narrow philtrum	decreased width of philtrum
hp:0011829	narrow philtrum	decreased breadth of philtrum
hp:0011829	narrow philtrum	decreased horizontal dimension of philtrum
hp:0011830	abnormal oral mucosa morphology	abnormal oral mucosa morphology
hp:0011830	abnormal oral mucosa morphology	abnormality of oral mucosa
hp:0011830	abnormal oral mucosa morphology	abnormality of mucosa of mouth
hp:0011830	abnormal oral mucosa morphology	abnormality of lining of mouth
hp:0011830	abnormal oral mucosa morphology	abnormality of oral mucous membrane
hp:0011831	deviated nasal tip	deviated nasal tip
hp:0011831	deviated nasal tip	deviated nasal tip
hp:0011831	deviated nasal tip	nasal tip, deviated
hp:0011831	deviated nasal tip	asymmetry of nasal tip
hp:0011831	deviated nasal tip	asymmetry of tip of nose
hp:0011831	deviated nasal tip	crooked nasal tip
hp:0011831	deviated nasal tip	deviated tip of nose
hp:0011831	deviated nasal tip	crooked tip of nose
hp:0011832	narrow nasal tip	narrow nasal tip
hp:0011832	narrow nasal tip	narrow nasal tip
hp:0011832	narrow nasal tip	nasal tip, narrow
hp:0011832	narrow nasal tip	nasal tip, pinched
hp:0011832	narrow nasal tip	pinched nasal tip
hp:0011832	narrow nasal tip	narrow tip of nose
hp:0011832	narrow nasal tip	thin tip of nose
hp:0011832	narrow nasal tip	thin nasal tip
hp:0011832	narrow nasal tip	pinched tip of nose
hp:0011833	overhanging nasal tip	overhanging nasal tip
hp:0011833	overhanging nasal tip	nasal tip, overhanging
hp:0011833	overhanging nasal tip	overhanging nasal tip
hp:0011833	overhanging nasal tip	low hanging nasal tip
hp:0011833	overhanging nasal tip	hooked tip of nose
hp:0011833	overhanging nasal tip	drooping nasal tip
hp:0011834	moyamoya phenomenon	moyamoya phenomenon
hp:0011835	absent scaphoid	absent scaphoid
hp:0011835	absent scaphoid	missing scaphoid bone
hp:0011836	delayed talus ossification	delayed talus ossification
hp:0011837	partial iga deficiency	partial iga deficiency
hp:0011838	sclerodactyly	sclerodactyly
hp:0011839	abnormal t cell count	abnormal t cell count
hp:0011839	abnormal t cell count	abnormal number of t cells
hp:0011839	abnormal t cell count	abnormality of t cell number
hp:0011840	abnormality of t cell physiology	abnormality of t cell physiology
hp:0011841	ventricular flutter	ventricular flutter
hp:0011842	abnormality of skeletal morphology	abnormality of skeletal morphology
hp:0011842	abnormality of skeletal morphology	abnormally shaped skeletal
hp:0011843	abnormality of skeletal physiology	abnormality of skeletal physiology
hp:0011844	abnormal appendicular skeleton morphology	abnormal appendicular skeleton morphology
hp:0011845	short second metatarsal	short second metatarsal
hp:0011845	short second metatarsal	short 2nd long bone of foot
hp:0011846	osteoblastoma	osteoblastoma
hp:0011847	giant cell tumor of bone	giant cell tumor of bone
hp:0011848	abdominal colic	abdominal colic
hp:0011849	abnormal bone ossification	abnormal bone ossification
hp:0011850	parotitis	parotitis
hp:0011851	hemopericardium	hemopericardium
hp:0011852	chylopericardium	chylopericardium
hp:0011853	serous pericardial effusion	serous pericardial effusion
hp:0011854	hemoperitoneum	hemoperitoneum
hp:0011855	pharyngeal edema	pharyngeal edema
hp:0011855	pharyngeal edema	throat swelling
hp:0011856	pica	pica
hp:0011857	plasmacytoma	plasmacytoma
hp:0011858	reduced factor ix activity	reduced factor ix activity
hp:0011858	reduced factor ix activity	low factor ix activity
hp:0011859	punctate keratitis	punctate keratitis
hp:0011860	metaphyseal dappling	metaphyseal dappling
hp:0011860	metaphyseal dappling	dappled metaphyseal sclerosis
hp:0011861	bilateral trilobed lungs	bilateral trilobed lungs
hp:0011862	abnormal bone collagen fibril morphology	abnormal bone collagen fibril morphology
hp:0011863	abnormal sternal ossification	abnormal sternal ossification
hp:0011863	abnormal sternal ossification	sternal ossification center abnormalities
hp:0011863	abnormal sternal ossification	abnormal maturation of breastbone
hp:0011864	elevated plasma pyrophosphate	elevated plasma pyrophosphate
hp:0011867	abnormality of the wing of the ilium	abnormality of the wing of the ilium
hp:0011868	sciatica	sciatica
hp:0011869	abnormal platelet function	abnormal platelet function
hp:0011870	impaired arachidonic acid-induced platelet aggregation	impaired arachidonic acid-induced platelet aggregation
hp:0011871	impaired ristocetin-induced platelet aggregation	impaired ristocetin-induced platelet aggregation
hp:0011872	impaired thrombin-induced platelet aggregation	impaired thrombin-induced platelet aggregation
hp:0011873	abnormal platelet count	abnormal platelet count
hp:0011874	heparin-induced thrombocytopenia	heparin-induced thrombocytopenia
hp:0011875	abnormal platelet morphology	abnormal platelet morphology
hp:0011875	abnormal platelet morphology	abnormal shape of platelets
hp:0011876	abnormal platelet volume	abnormal platelet volume
hp:0011877	increased mean platelet volume	increased mean platelet volume
hp:0011877	increased mean platelet volume	large platelets
hp:0011878	abnormal platelet membrane protein expression	abnormal platelet membrane protein expression
hp:0011879	decreased platelet glycoprotein ib-ix-v	decreased platelet glycoprotein ib-ix-v
hp:0011880	acute disseminated intravascular coagulation	acute disseminated intravascular coagulation
hp:0011881	decreased platelet glycoprotein vi	decreased platelet glycoprotein vi
hp:0011882	decreased platelet p2y12 receptor	decreased platelet p2y12 receptor
hp:0011883	abnormal platelet granules	abnormal platelet granules
hp:0011884	abnormal umbilical stump bleeding	abnormal umbilical stump bleeding
hp:0011885	hemorrhage of the eye	hemorrhage of the eye
hp:0011885	hemorrhage of the eye	bleeding from the eye
hp:0011886	hyphema	hyphema
hp:0011887	choroid hemorrhage	choroid hemorrhage
hp:0011887	choroid hemorrhage	choroidal hemorrhage
hp:0011888	bleeding requiring red cell transfusion	bleeding requiring red cell transfusion
hp:0011888	bleeding requiring red cell transfusion	bleeding requiring red cell transfusion
hp:0011889	bleeding with minor or no trauma	bleeding with minor or no trauma
hp:0011889	bleeding with minor or no trauma	bleeding with minor or no trauma
hp:0011889	bleeding with minor or no trauma	easy bleeding
hp:0011890	prolonged bleeding following procedure	prolonged bleeding following procedure
hp:0011890	prolonged bleeding following procedure	prolonged bleeding following procedure
hp:0011891	post-partum hemorrhage	post-partum hemorrhage
hp:0011891	post-partum hemorrhage	post-partum haemorrhage
hp:0011891	post-partum hemorrhage	bleeding poost-delivery
hp:0011892	vitamin k deficiency	vitamin k deficiency
hp:0011893	abnormal leukocyte count	abnormal leukocyte count
hp:0011893	abnormal leukocyte count	abnormal white blood cell count
hp:0011894	impaired thromboxane a2 agonist-induced platelet aggregation	impaired thromboxane a2 agonist-induced platelet aggregation
hp:0011895	anemia due to reduced life span of red cells	anemia due to reduced life span of red cells
hp:0011895	anemia due to reduced life span of red cells	anaemia due to reduced life span of red cells
hp:0011896	subconjunctival hemorrhage	subconjunctival hemorrhage
hp:0011897	neutrophilia	neutrophilia
hp:0011897	neutrophilia	increased blood neutrophil counts
hp:0011898	abnormality of circulating fibrinogen	abnormality of circulating fibrinogen
hp:0011899	hyperfibrinogenemia	hyperfibrinogenemia
hp:0011900	hypofibrinogenemia	hypofibrinogenemia
hp:0011900	hypofibrinogenemia	low fibrinogen activity
hp:0011900	hypofibrinogenemia	low fibrinogen level
hp:0011901	dysfibrinogenemia	dysfibrinogenemia
hp:0011901	dysfibrinogenemia	dysfibrinogenaemia
hp:0011902	abnormal hemoglobin	abnormal hemoglobin
hp:0011903	hemoglobin h	hemoglobin h
hp:0011904	persistence of hemoglobin f	persistence of hemoglobin f
hp:0011904	persistence of hemoglobin f	increased hemoglobin f
hp:0011905	reduced hemoglobin a	reduced hemoglobin a
hp:0011906	reduced beta/alpha synthesis ratio	reduced beta/alpha synthesis ratio
hp:0011907	reduced alpha/beta synthesis ratio	reduced alpha/beta synthesis ratio
hp:0011908	unilateral radial aplasia	unilateral radial aplasia
hp:0011909	flattened metacarpal heads	flattened metacarpal heads
hp:0011909	flattened metacarpal heads	flattened head of long bone of hand
hp:0011910	shortening of all phalanges of fingers	shortening of all phalanges of fingers
hp:0011910	shortening of all phalanges of fingers	shortening of all finger bones
hp:0011911	abnormality of metacarpophalangeal joint	abnormality of metacarpophalangeal joint
hp:0011911	abnormality of metacarpophalangeal joint	abnormality of the knuckle
hp:0011912	abnormality of the glenoid fossa	abnormality of the glenoid fossa
hp:0011913	lumbar hypertrichosis	lumbar hypertrichosis
hp:0011914	thoracic hypertrichosis	thoracic hypertrichosis
hp:0011915	cardiovascular calcification	cardiovascular calcification
hp:0011916	toe extensor amyotrophy	toe extensor amyotrophy
hp:0011917	short 5th toe	short 5th toe
hp:0011917	short 5th toe	short fifth toe
